TEC-PH-10000376,Square Credit Card Reader,Blue,Technology,Phones,2016-04-01,,10,6.66E+11,,2
TEC-PH-10000439,GE DSL Phone Line Filter,Blue,Technology,Phones,2015-11-16,Qianyuyu,,,499 g,0
TEC-PH-10000441,VTech DS6151,Pink,Technology,Phones,2016-05-06,,,,,0
TEC-PH-10000455,GE 30522EE2,Black,Technology,Phones,2016-01-02,,,,,5
TEC-PH-10000486,Plantronics HL10 Handset Lifter,Blue,Technology,Phones,2016-08-27,SNEED,,,599 g,2
TEC-PH-10000526,Vtech CS6719,Blue,Technology,Phones,2016-11-02,Toms,,8.86E+11,,0
TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Blue,Technology,Phones,2016-10-05,Jordan,,8.85E+11,,12
TEC-PH-10000562,Samsung Convoy 3,Black,Technology,Phones,2016-03-22,,,,,0
TEC-PH-10000576,AT&T 1080 Corded phone,Blue,Technology,Phones,2016-03-22,,8,6.06E+11,,2
TEC-PH-10000586,AT&T SB67148 SynJ,Black,Technology,Phones,2014-10-21,,"43.5,44.5,41.5,43,42,42.5,45,44,46,40.5,45.5,41,47,48,46.5",,2.8 pounds,4
TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Blue,Technology,Phones,2017-01-24,,,8.76E+11,,6
TEC-PH-10000675,Panasonic KX TS3282B Corded phone,Blue,Technology,Phones,2016-01-27,,,,,0
TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Pink,Technology,Phones,2017-01-17,PleaserUSA,,8.85E+11,,5
TEC-PH-10000730,Samsung Galaxy S4 Active,Black,Technology,Phones,2016-03-22,,,,,6
TEC-PH-10000895,Polycom VVX 310 VoIP phone,Black,Technology,Phones,2016-03-30,,,,,0
TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger,Pink,Technology,Phones,2016-04-10,,7.5,8.87E+11,,2
TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Blue,Technology,Phones,2016-03-21,,,,,0
TEC-PH-10000984,Panasonic KX-TG9471B,Pink,Technology,Phones,2016-01-02,,M,,,4
TEC-PH-10001051,HTC One,Blue,Technology,Phones,2017-01-14,,,1.91E+11,,3
TEC-PH-10001061,Apple iPhone 5C,Blue,Technology,Phones,2016-11-15,Crocs,"13,11",8.87E+11,,0
TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,White,Technology,Phones,2016-03-03,adidas,,,399 g,5
TEC-PH-10001128,Motorola Droid Maxx,Blue,Technology,Phones,2017-01-23,Circa Joan & David,10,29019026689,,5
TEC-PH-10001198,Avaya 4621SW VoIP phone,Pink,Technology,Phones,2016-01-01,,,,,0
TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded�Headset,Blue,Technology,Phones,2015-11-09,,,,,3
TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,White,Technology,Phones,2017-01-12,Tkees,"8.5,7,6,5,6.5,7.5,9,8",6.61E+11,,0
TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Blue,Technology,Phones,2017-01-16,Merrell,,6.77E+11,,3
TEC-PH-10001305,Panasonic KX TS208W Corded phone,Black,Technology,Phones,2016-05-31,,,8.87E+11,,6
TEC-PH-10001336,Digium D40 VoIP phone,Blue,Technology,Phones,2016-01-01,,"10.5,10,8.5,7,9.5,7.5,11.5,9,8,13,14,11,12",,,0
TEC-PH-10001363,Apple iPhone 5S,Blue,Technology,Phones,2017-01-27,GameDay Boots,,8.49E+11,,0
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Blue,Technology,Phones,2017-01-17,Manitobah,,8.22E+11,,0
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Pink,Technology,Phones,2016-01-02,,,,,0
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Pink,Technology,Phones,2016-03-04,,13,91206370677,,0
TEC-PH-10001459,Samsung Galaxy Mega 6.3,Blue,Technology,Phones,2016-11-11,Easy Spirit,,29013765096,,2
TEC-PH-10001468,Panasonic Business�Telephones�KX-T7736,Black,Technology,Phones,2017-01-14,CTM,,8.41E+11,,3
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Blue,Technology,Phones,2017-01-12,Hi-Tec,"8 M,15 M,10 M,7.5 M,7 M,10.5 M,8 W,10.5 W,8.5 M,11 M,9 W,11.5 M,13,9.5 M,12 W,8.5 W,11 W,9.5 W,14 M,10 W,14 W,9 M",90641331434,,0
TEC-PH-10001527,Plantronics MX500i Earset,White,Technology,Phones,2016-10-05,Bacco Bucci,,7.53E+11,,0
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Pink,Technology,Phones,2015-09-21,,,82686177856,,0
TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Blue,Technology,Phones,2017-01-17,Donald J Pliner,"5.5,9",8.21E+11,,0
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Blue,Technology,Phones,2016-11-10,PleaserUSA,,8.85E+11,,6
TEC-PH-10001557,Pyle PMP37LED,Black,Technology,Phones,2016-11-07,Donald J Pliner,6.5,8.21E+11,,5
TEC-PH-10001578,Polycom SoundStation2 EX Conference�phone,Blue,Technology,Phones,2016-11-04,Crown Vintage,,7.53E+11,,0
TEC-PH-10001580,Logitech Mobile Speakerphone P710e -�speaker phone,Blue,Technology,Phones,2017-01-27,J/Slides,"10,8.5,7,6.5,7.5,9,8",4.39E+11,,0
TEC-PH-10001615,AT&T CL82213,Blue,Technology,Phones,2017-01-09,Nike,,91202928292,,0
TEC-PH-10001619,LG G3,White,Technology,Phones,2016-03-21,,,,,5
TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",Black,Technology,Phones,2017-01-07,Dearfoams,M,39161937511,,2
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Blue,Technology,Phones,2015-12-02,Skechers,,8.87E+11,,0
TEC-PH-10001750,Samsung Rugby III,Pink,Technology,Phones,2016-02-14,,,,,5
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Blue,Technology,Phones,2016-11-15,Honeywell,,,,3
TEC-PH-10001795,ClearOne CHATAttach 160 -�speaker phone,Blue,Technology,Phones,2016-06-20,,,7.13E+11,,2
TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Blue,Technology,Phones,2016-04-08,,11.5,8.88E+11,,0
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Blue,Technology,Phones,2017-01-07,Fila,11,7.89E+11,,4
TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Blue,Technology,Phones,2016-06-12,,11,7.40E+11,,3
TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,Blue,Technology,Phones,2016-04-30,,,7.02E+11,,0
TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Pink,Technology,Phones,2016-04-10,,9.5,8.87E+11,,0
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Black,Technology,Phones,2015-11-16,Columbia,"Medium,Large,Small",,,3
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Black,Technology,Phones,2016-11-01,Clarks,,8.89E+11,,0
TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Pink,Technology,Phones,2016-02-02,,,8.87E+11,,2
TEC-PH-10001949,Cisco SPA 501G IP Phone,Pink,Technology,Phones,2016-03-21,,,,,3
TEC-PH-10002033,Konftel 250 Conference�phone�- Charcoal black,Blue,Technology,Phones,2016-10-05,asics,,8.88E+11,,3
TEC-PH-10002070,Griffin GC36547 PowerJolt SE Lightning Charger,Blue,Technology,Phones,2016-09-12,Dr. Martens,2,8.84E+11,,4
TEC-PH-10002075,AT&T EL51110 DECT,Blue,Technology,Phones,2017-01-27,Converse,,8.87E+11,,3
TEC-PH-10002085,Clarity 53712,Blue,Technology,Phones,2017-01-27,Madeline,"9.5,7.5,8",7.53E+11,,10
TEC-PH-10002103,Jabra SPEAK 410,Blue,Technology,Phones,2017-01-17,Circa Joan & David,"5,6.5",19841509405,,0
TEC-PH-10002115,Plantronics 81402,Black,Technology,Phones,2015-11-16,Qianyuyu,,,499 g,2
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Blue,Technology,Phones,2016-08-11,,9.5,12998340426,,0
TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Black,Technology,Phones,2016-01-02,,,,,0
TEC-PH-10002200,Samsung Galaxy Note 2,Blue,Technology,Phones,2016-11-02,Alegria,,6.93E+11,,2
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Blue,Technology,Phones,2016-07-07,,,51071393263,,0
TEC-PH-10002275,Mitel 5320 IP Phone VoIP phone,Blue,Technology,Phones,2016-11-01,SCRUB ZONE,,7.09E+11,,0
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Blue,Technology,Phones,2016-10-05,Dan Post,"6 M,6.5 M",6.79E+11,,2
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Blue,Technology,Phones,2016-01-02,,"3X,XS,4X,XXL,S,L,M,2X,XL",,,0
TEC-PH-10002350,Apple EarPods with Remote and Mic,Blue,Technology,Phones,2016-05-20,,"S,L,XL",,,0
TEC-PH-10002352,Avaya IP Phone 1140E VoIP phone,White,Technology,Phones,2017-01-27,Sanita,,,,0
TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Blue,Technology,Phones,2017-01-27,,,6.87E+11,,0
TEC-PH-10002398,AT&T 1070 Corded Phone,Pink,Technology,Phones,2016-03-11,,"8,12",,,2
TEC-PH-10002415,Polycom VoiceStation 500 Conference�phone,Pink,Technology,Phones,2016-03-22,,,,,10
TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Blue,Technology,Phones,2015-11-09,LeDonne Leather,,7.00E+11,1.0 lbs,4
TEC-PH-10002468,"Plantronics CS 50-USB -�headset�- Convertible, Monaural",Black,Technology,Phones,2017-01-24,,,7.72E+11,,2
TEC-PH-10002483,Motorola Moto X,Pink,Technology,Phones,2017-01-12,Alexander,"6,9",7.13E+11,,6
TEC-PH-10002496,Cisco SPA301,Blue,Technology,Phones,2016-03-04,,9.5,8.89E+11,,4
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Pink,Technology,Phones,2016-03-28,,,6.34E+11,,0
TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Blue,Technology,Phones,2016-01-02,,,,,0
TEC-PH-10002555,Nortel Meridian M5316 Digital phone,Black,Technology,Phones,2016-04-12,,11,6.77E+11,,3
TEC-PH-10002563,Adtran 1202752G1,Black,Technology,Phones,2016-10-05,Morris Costumes,"10,12,5,6,7,8,9",8.43E+11,,2
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Blue,Technology,Phones,2016-11-07,Lauren Ralph Lauren,10,8.89E+11,,0
TEC-PH-10002583,iOttie HLCRIO102 Car Mount,Blue,Technology,Phones,2016-08-01,,8.5,8.85E+11,,0
TEC-PH-10002584,Samsung Galaxy S4,Blue,Technology,Phones,2016-01-01,,,,,0
TEC-PH-10002597,Xblue XB-1670-86 X16 Small�Office Telephone�- Titanium,Blue,Technology,Phones,2016-11-15,New Balance,8,8.90E+11,,2
TEC-PH-10002624,Samsung Galaxy S4 Mini,Blue,Technology,Phones,2016-03-09,,"42,32,40,36,38",,,4
TEC-PH-10002645,LG G2,Blue,Technology,Phones,2015-08-14,Lacrosse,"10,11,12,9,12.5M,8.5M,9M,11.5M,8M,9.5M,10.5M,14M,7M,7.5M,15M,11M,10M,13M,12M",7.15E+11,,3
TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Black,Technology,Phones,2016-06-05,,,6.11E+11,,5
TEC-PH-10002680,Samsung Galaxy Note 3,Black,Technology,Phones,2017-01-07,,,96232558761,,3
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Blue,Technology,Phones,2017-01-19,Forever Collectibles,10,7.15E+11,,0
TEC-PH-10002789,LG Exalt,Blue,Technology,Phones,2016-04-07,,10,8.88E+11,,3
TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,Pink,Technology,Phones,2016-11-04,,,7.01E+11,,8
TEC-PH-10002817,RCA ViSYS 25425RE1 Corded phone,Blue,Technology,Phones,2016-10-05,Boreal,,,,0
TEC-PH-10002834,Google Nexus 5,Black,Technology,Phones,2017-01-27,,"10.5,10,8.5,7.5,11.5,13,12",8.89E+11,,2
TEC-PH-10002844,Speck Products Candyshell Flip Case,Blue,Technology,Phones,2016-02-25,Genuine Grip,,,,0
TEC-PH-10002885,Apple iPhone 5,Black,Technology,Phones,2016-11-07,Nike,,8.26E+11,,5
TEC-PH-10002890,AT&T 17929 Lendline Telephone,Blue,Technology,Phones,2016-11-20,,,,,0
TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Black,Technology,Phones,2015-12-01,,,,,4
TEC-PH-10002923,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",Pink,Technology,Phones,2016-10-28,Yuu,"6.5,9.5",7.19E+11,,0
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Blue,Technology,Phones,2016-11-11,Yellow Box,,6.97E+11,,4
TEC-PH-10003092,Motorola L804,Blue,Technology,Phones,2017-01-24,Boulet,"12 3e,7 3e,8.5 3e,11 3e",8.83E+11,,0
TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Blue,Technology,Phones,2016-08-27,SNEED,,,599 g,0
TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces�Headset,Black,Technology,Phones,2016-01-02,,,,,4
TEC-PH-10003174,RCA ViSYS 25825 Wireless digital phone,White,Technology,Phones,2016-01-21,,,,,3
TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,Blue,Technology,Phones,2017-01-12,,,6.90E+11,,2
TEC-PH-10003273,AT&T TR1909W,Blue,Technology,Phones,2017-01-17,,10W,8.43E+11,,0
TEC-PH-10003356,"SmartStand Mobile Device Holder, Assorted Colors",Blue,Technology,Phones,2017-01-27,Timberland,,8.89E+11,,2
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Blue,Technology,Phones,2017-01-12,Nike,,8.87E+11,,0
TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with,Blue,Technology,Phones,2017-01-12,Rampage,"9,9.5",6.30E+11,,5
TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Black,Technology,Phones,2016-10-05,WORK MASTER,,35102120363,,0
TEC-PH-10003484,Ooma Telo VoIP Home Phone System,Blue,Technology,Phones,2016-11-04,ELLIE SHOES,,8.43E+11,,0
TEC-PH-10003505,Geemarc AmpliPOWER60,Blue,Technology,Phones,2016-10-17,,,6.36E+11,,4
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Blue,Technology,Phones,2016-06-08,,,8.84E+11,,0
TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Pink,Technology,Phones,2016-08-02,,,8.86E+11,,2
TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Pink,Technology,Phones,2016-11-01,New Balance,,8.89E+11,,0
TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Blue,Technology,Phones,2017-01-27,,,7.18E+11,,2
TEC-PH-10003645,Aastra 57i VoIP phone,Black,Technology,Phones,2016-01-02,,,,,0
TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Blue,Technology,Phones,2017-01-12,CKX,"3,2,10,1,7,6,5,4,9,8,11,12",7.79E+11,,2
TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,Blue,Technology,Accessories,2016-08-04,,,8.50E+11,,4
TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Blue,Technology,Accessories,2016-11-11,Nike,,6.66E+11,,0
TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Pink,Technology,Accessories,2017-01-12,,7,8.85E+11,,2
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Blue,Technology,Accessories,2017-01-27,teva,,8.89E+11,,0
TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Blue,Technology,Accessories,2016-10-05,Puma,,8.89E+11,,0
TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Black,Technology,Accessories,2017-01-19,Ugg,,8.89E+11,,2
TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Black,Technology,Accessories,2016-03-31,,7,7.37E+11,,0
TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Pink,Technology,Accessories,2017-01-12,,"10 M,10 W,6 M,6.5 M,7 M,7 W,7.5 M,7.5 W,8 M,8 W,8.5 M,8.5 W,9 M,9.5 M",93638941630,,2
TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Blue,Technology,Accessories,2016-11-15,,7,8.88E+11,,2
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Blue,Technology,Accessories,2016-10-05,,,4.00E+11,,3
TEC-AC-10003447,Micropad Numeric Keypads,White,Technology,Accessories,2016-11-11,Skechers,,8.89E+11,,0
TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Blue,Technology,Accessories,2016-01-02,,,,,4
TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Pink,Technology,Accessories,2017-01-12,Via Spiga,"7,9.5,7.5,9,8",93634911217,,4
TEC-AC-10003610,Logitech�Illuminated - Keyboard,Blue,Technology,Accessories,2017-01-27,Thalia Sodi,5.5,6.36E+11,,3
TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Blue,Technology,Accessories,2017-01-27,,11.5,8.90E+11,,0
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Pink,Technology,Accessories,2016-09-27,Deluxe Comfort,,8.86E+11,,5
TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Black,Technology,Accessories,2016-04-12,,10,6.66E+11,,0
TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Blue,Technology,Accessories,2016-02-21,,,8.86E+11,,0
TEC-AC-10003832,Logitech�P710e Mobile Speakerphone,Blue,Technology,Accessories,2017-01-17,Karen Scott,"8.5,10,9.5",8.87E+11,,3
TEC-AC-10003870,Logitech�Z-906 Speaker sys - home theater - 5.1-CH,Black,Technology,Accessories,2016-03-30,,,,,0
TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,Pink,Technology,Accessories,2017-01-30,,,,,2
TEC-AC-10004001,Logitech Wireless Headset H600 Over-The-Head Design,Blue,Technology,Accessories,2016-03-04,,10.5,,,0
TEC-AC-10004114,KeyTronic�6101 Series -�Keyboard�- Black,Blue,Technology,Accessories,2015-12-01,,,,,0
TEC-AC-10004145,Logitech diNovo Edge Keyboard,Pink,Technology,Accessories,2015-04-07,Invicta,,8.87E+11,2.0 lbs,6
TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Blue,Technology,Accessories,2016-03-25,,,,,0
TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Blue,Technology,Accessories,2016-05-31,,,,,0
TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,White,Technology,Accessories,2016-08-23,Fila,,7.32E+11,,4
TEC-AC-10004353,Hypercom P1300 Pinpad,Black,Technology,Accessories,2016-06-20,,10.5,8.89E+11,,2
TEC-AC-10004396,Logitech Keyboard K120,Pink,Technology,Accessories,2015-11-06,Chevron Pattern Watch,,,,6
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Pink,Technology,Accessories,2017-01-27,Static Footwear,,7.28E+11,,0
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Blue,Technology,Accessories,2017-01-09,Reliable of Milwaukee,6,33977167384,,3
TEC-AC-10004518,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Blue,Technology,Accessories,2017-01-27,Reebok,,8.90E+11,,2
TEC-AC-10004568,Maxell�LTO Ultrium - 800 GB,Black,Technology,Accessories,2017-01-27,Brinley Co.,"10,8.5,7,9.5,7.5,9,8",8.70E+11,,0
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Blue,Technology,Accessories,2016-03-09,,,,,0
TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Black,Technology,Accessories,2016-11-07,Bata Shoe,,7.91E+11,,8
TEC-AC-10004659,Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB,Blue,Technology,Accessories,2017-01-12,Hoka One One,,7.37E+11,,0
TEC-AC-10004666,Maxell�iVDR EX 500GB Cartridge,Blue,Technology,Accessories,2017-01-12,Crevo,8,8.05E+11,,2
TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Pink,Technology,Accessories,2016-11-11,new@titude,"6,6.5",6.98E+11,,0
TEC-PH-10003691,BlackBerry Q10,Black,Technology,Phones,2016-05-31,,,4301460914,,0
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Blue,Technology,Phones,2016-02-14,,,7.00E+11,,5
TEC-PH-10003811,Jabra Supreme Plus Driver Edition�Headset,Black,Technology,Phones,2017-01-27,,"10,6,5",8.87E+11,,3
TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Black,Technology,Phones,2015-11-09,,,6.13E+11,2.5 lbs,2
TEC-PH-10003885,Cisco SPA508G,Pink,Technology,Phones,2017-01-05,,"7,6,11.5,12",6.05E+11,,2
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Black,Technology,Phones,2016-03-11,,,,,0
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Blue,Technology,Phones,2016-06-08,,,8.87E+11,,5
TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Blue,Technology,Phones,2017-01-17,FitFlop,,8.84E+11,,3
TEC-PH-10004006,Panasonic KX - TS880B Telephone,Pink,Technology,Phones,2017-01-12,Filament,7,8.14E+11,,0
TEC-PH-10004042,ClearOne Communications CHAT 70 OC�Speaker Phone,Black,Technology,Phones,2016-02-17,,10.5,7.46E+11,,0
TEC-PH-10004071,PayAnywhere Card Reader,Blue,Technology,Phones,2016-01-02,,,,,0
TEC-PH-10004080,Avaya 5410 Digital phone,Blue,Technology,Phones,2017-01-20,Skechers,"10,10.5,11,12,13,7,7.5,8,8.5,9,9.5",6.48E+11,,0
TEC-PH-10004093,Panasonic Kx-TS550,Blue,Technology,Phones,2017-01-27,Totes,"8 M,10 M,7 M,11 M,6 M,9 M",49129295768,,3
TEC-PH-10004094,Motorola L703CM,Pink,Technology,Phones,2016-03-30,,,,,0
TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Black,Technology,Phones,2016-04-09,,7,8.88E+11,,0
TEC-PH-10004120,AT&T 1080 Phone,Blue,Technology,Phones,2016-08-27,SNEED,,,599 g,3
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Blue,Technology,Phones,2017-01-27,Helly Hansen,11,,,0
TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,Blue,Technology,Phones,2016-02-14,,"9,8",,,4
TEC-PH-10004345,Cisco SPA 502G IP Phone,Pink,Technology,Phones,2016-03-29,,,,,5
TEC-PH-10004434,Cisco IP�Phone�7961G VoIP�phone�- Dark gray,Pink,Technology,Phones,2016-01-02,,"10.5,10,8.5,7,9.5,7.5,11.5,9,8,13,14,11,12",,,0
TEC-PH-10004447,Toshiba IPT2010-SD IP�Telephone,Blue,Technology,Phones,2016-03-09,,,,,2
TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Blue,Technology,Phones,2017-01-24,,,https://www.walmart.com/ip/PLEASER-DELIGHT-608FL-WOMEN-S-6-Heel-1-3-4-PF-Ankle-Strap-Sandal/138154098,,0
TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Blue,Technology,Phones,2015-11-16,Qianyuyu,,,499 g,0
TEC-PH-10004536,Avaya 5420 Digital phone,Blue,Technology,Phones,2017-01-27,New Balance,"8.5,13",8.90E+11,,2
TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Blue,Technology,Phones,2016-05-11,,,,,2
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Black,Technology,Phones,2016-11-02,Ellie,5,8.43E+11,,3
TEC-PH-10004614,AT&T 841000 Phone,Blue,Technology,Phones,2015-11-16,Qianyuyu,,,499 g,7
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Blue,Technology,Phones,2016-03-30,,,,,1
TEC-PH-10004700,PowerGen Dual USB Car Charger,Pink,Technology,Phones,2016-03-15,,,,,4
TEC-PH-10004774,Gear Head AU3700S Headset,Blue,Technology,Phones,2016-03-30,,,,,2
TEC-PH-10004833,Macally Suction Cup Mount,Blue,Technology,Phones,2016-08-23,Gameday Boots,,8.49E+11,,0
TEC-PH-10004875,PNY Rapid USB Car Charger - Black,Pink,Technology,Phones,2017-01-24,Drew Shoe Corporation,"10 M,10 W,10.5 M,10.5 W,11 M,11 W,11.5 M,11.5 W,12 M,12 W,5 M,5.5 W,6 M,6 W,6.5 M,6.5 W,7 M,7 W,7.5 M,7.5 W,8 M,8 W,8.5 M,8.5 W,9 M,9 W,9.5 M,9.5 W",7.08E+11,,3
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Blue,Technology,Phones,2016-11-02,Giani Bernini,6.5,6.36E+11,,4
TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Pink,Technology,Phones,2016-03-20,,,,,10
TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Blue,Technology,Phones,2016-03-04,,,,,4
TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Blue,Technology,Phones,2017-01-12,Ellie Shoes Inc,,8.43E+11,,3
